project,revision,numberofbugs,days
ActiveMQ,773569,1,0
ActiveMQ,773985,1,0
ActiveMQ,774421,3,1194
ActiveMQ,775094,1,0
ActiveMQ,777225,1,0
ActiveMQ,777463,1,0
ActiveMQ,777806,1,0
ActiveMQ,777821,1,0
ActiveMQ,778777,1,0
ActiveMQ,781022,1,0
ActiveMQ,781312,1,0
ActiveMQ,783364,2,688
ActiveMQ,787855,5,1211
ActiveMQ,789283,2,119
ActiveMQ,789378,1,0
ActiveMQ,789851,1,0
ActiveMQ,790113,1,0
ActiveMQ,790880,7,1382
ActiveMQ,791466,1,0
ActiveMQ,791881,3,1046
ActiveMQ,792127,2,422
ActiveMQ,793892,3,1076
ActiveMQ,795270,3,1334
ActiveMQ,797685,1,0
ActiveMQ,798602,2,1038
ActiveMQ,799090,3,1030
ActiveMQ,799706,2,245
ActiveMQ,799733,2,378
ActiveMQ,800235,4,980
ActiveMQ,800337,1,0
ActiveMQ,800339,5,575
ActiveMQ,800776,1,0
ActiveMQ,801916,1,0
ActiveMQ,801989,2,412
ActiveMQ,803907,1,0
ActiveMQ,804192,1,0
ActiveMQ,804943,2,513
ActiveMQ,805361,2,400
ActiveMQ,806107,1,0
ActiveMQ,808041,1,0
ActiveMQ,808378,1,0
ActiveMQ,808890,5,1189
ActiveMQ,810588,1,0
ActiveMQ,811003,1,0
ActiveMQ,811371,1,0
ActiveMQ,811425,3,176
ActiveMQ,812932,1,0
ActiveMQ,813422,2,388
ActiveMQ,813722,3,327
ActiveMQ,813906,1,0
ActiveMQ,813927,2,279
ActiveMQ,814638,1,0
ActiveMQ,814639,1,0
ActiveMQ,815788,1,0
ActiveMQ,816263,2,39
ActiveMQ,816298,1,0
ActiveMQ,816444,1,0
ActiveMQ,817625,2,0
ActiveMQ,817639,1,0
ActiveMQ,818147,4,1400
ActiveMQ,818155,1,0
ActiveMQ,818209,1,0
ActiveMQ,818224,2,316
ActiveMQ,818418,1,0
ActiveMQ,818762,2,13
ActiveMQ,818768,2,13
ActiveMQ,818905,1,0
ActiveMQ,818911,1,0
ActiveMQ,818936,1,0
ActiveMQ,818937,1,0
ActiveMQ,818955,1,0
ActiveMQ,818957,1,0
ActiveMQ,820031,1,0
ActiveMQ,820268,1,0
ActiveMQ,820713,2,239
ActiveMQ,820715,1,0
ActiveMQ,821090,1,0
ActiveMQ,822811,5,2005
ActiveMQ,822911,2,682
ActiveMQ,825008,3,1256
ActiveMQ,828975,2,848
ActiveMQ,828989,1,0
ActiveMQ,829066,1,0
ActiveMQ,831008,1,0
ActiveMQ,831012,1,0
ActiveMQ,831258,2,1
ActiveMQ,831266,2,1
ActiveMQ,831876,1,0
ActiveMQ,831942,2,251
ActiveMQ,831968,1,0
ActiveMQ,833376,2,248
ActiveMQ,833395,2,153
ActiveMQ,833402,2,153
ActiveMQ,833441,1,0
ActiveMQ,833442,1,0
ActiveMQ,834543,3,105
ActiveMQ,834557,1,0
ActiveMQ,834922,1,0
ActiveMQ,835325,1,0
ActiveMQ,835329,1,0
ActiveMQ,835339,1,0
ActiveMQ,835342,1,0
ActiveMQ,835833,1,0
ActiveMQ,835874,3,689
ActiveMQ,835888,2,1308
ActiveMQ,835921,1,0
ActiveMQ,880696,3,1308
ActiveMQ,880697,1,0
ActiveMQ,880792,5,434
ActiveMQ,881221,1,0
ActiveMQ,881313,2,553
ActiveMQ,882096,1,0
ActiveMQ,882144,1,0
ActiveMQ,884267,3,1097
ActiveMQ,884633,1,0
ActiveMQ,884644,1,0
ActiveMQ,885488,3,1105
ActiveMQ,885841,1,0
ActiveMQ,885843,1,0
ActiveMQ,886136,1,0
ActiveMQ,888846,2,29
ActiveMQ,888974,1,0
ActiveMQ,889167,4,1318
ActiveMQ,889169,1,0
ActiveMQ,889677,1,0
ActiveMQ,891786,2,853
ActiveMQ,892242,3,723
ActiveMQ,892729,2,149
ActiveMQ,892759,1,0
ActiveMQ,892781,2,21
ActiveMQ,895975,1,0
ActiveMQ,895977,1,0
ActiveMQ,896063,1,0
ActiveMQ,897061,2,13
ActiveMQ,897939,2,279
ActiveMQ,897988,4,623
ActiveMQ,898281,2,768
ActiveMQ,898689,1,0
ActiveMQ,898693,1,0
ActiveMQ,898774,1,0
ActiveMQ,899633,4,1040
ActiveMQ,900384,1,0
ActiveMQ,900385,2,5
ActiveMQ,900386,1,0
ActiveMQ,901171,1,0
ActiveMQ,901177,1,0
ActiveMQ,901188,7,1131
ActiveMQ,901269,1,0
ActiveMQ,901273,3,69
ActiveMQ,901274,1,0
ActiveMQ,901300,2,510
ActiveMQ,901911,1,0
ActiveMQ,902009,1,0
ActiveMQ,902056,2,952
ActiveMQ,902057,1,0
ActiveMQ,902908,6,1273
ActiveMQ,903741,2,577
ActiveMQ,904160,1,0
ActiveMQ,904171,1,0
ActiveMQ,904243,1,0
ActiveMQ,905432,2,388
ActiveMQ,905437,1,0
ActiveMQ,905769,1,0
ActiveMQ,905926,4,837
ActiveMQ,905958,1,0
ActiveMQ,906049,1,0
ActiveMQ,906088,1,0
ActiveMQ,906101,1,0
ActiveMQ,906450,4,618
ActiveMQ,906560,1,0
ActiveMQ,906567,1,0
ActiveMQ,907174,1,0
ActiveMQ,907197,2,485
ActiveMQ,908136,2,224
ActiveMQ,908182,1,0
ActiveMQ,908453,1,0
ActiveMQ,908458,1,0
ActiveMQ,908492,1,0
ActiveMQ,908867,7,1003
ActiveMQ,910163,1,0
ActiveMQ,910942,1,0
ActiveMQ,911413,2,418
ActiveMQ,911492,4,934
ActiveMQ,911650,2,419
ActiveMQ,911759,1,0
ActiveMQ,915028,2,561
ActiveMQ,915281,1,0
ActiveMQ,915384,2,637
ActiveMQ,915770,5,1129
ActiveMQ,915809,2,203
ActiveMQ,916762,1,0
ActiveMQ,916780,4,678
ActiveMQ,918381,1,0
ActiveMQ,918553,1,0
ActiveMQ,920306,10,1212
ActiveMQ,920325,1,0
ActiveMQ,920330,1,0
ActiveMQ,920838,1,0
ActiveMQ,921821,2,384
ActiveMQ,923272,2,121
ActiveMQ,923300,3,706
ActiveMQ,924350,2,307
ActiveMQ,924752,2,13
ActiveMQ,925351,2,1037
ActiveMQ,926646,2,109
ActiveMQ,927066,1,0
ActiveMQ,929488,1,0
ActiveMQ,929618,2,412
ActiveMQ,930041,1,0
ActiveMQ,930135,1,0
ActiveMQ,930206,1,0
ActiveMQ,931047,1,0
ActiveMQ,932342,1,0
ActiveMQ,932403,2,506
ActiveMQ,933240,1,0
ActiveMQ,934352,3,1086
ActiveMQ,934839,2,0
ActiveMQ,935952,2,126
ActiveMQ,935954,1,0
ActiveMQ,936390,3,789
ActiveMQ,937334,1,0
ActiveMQ,938998,1,0
ActiveMQ,941281,2,18
ActiveMQ,941673,2,506
ActiveMQ,943146,3,854
ActiveMQ,943467,1,0
ActiveMQ,943915,2,17
ActiveMQ,943916,1,0
ActiveMQ,945102,4,1023
ActiveMQ,945227,3,558
ActiveMQ,945524,2,0
ActiveMQ,945692,1,0
ActiveMQ,946138,2,131
ActiveMQ,946600,9,1369
ActiveMQ,947657,1,0
ActiveMQ,948463,1,0
ActiveMQ,948489,1,0
ActiveMQ,948911,1,0
ActiveMQ,952976,1,0
ActiveMQ,953384,1,0
ActiveMQ,953696,1,0
ActiveMQ,954406,1,0
ActiveMQ,954540,1,0
ActiveMQ,954972,1,0
ActiveMQ,955039,9,1119
ActiveMQ,955149,1,0
ActiveMQ,955179,1,0
ActiveMQ,955504,1,0
ActiveMQ,955973,1,0
ActiveMQ,956481,1,0
ActiveMQ,956541,1,0
ActiveMQ,956741,1,0
ActiveMQ,956918,2,1022
ActiveMQ,957181,1,0
ActiveMQ,957881,3,681
ActiveMQ,958103,3,1189
ActiveMQ,958932,5,505
ActiveMQ,960060,1,0
ActiveMQ,960296,1,0
ActiveMQ,960590,1,0
ActiveMQ,961245,4,1092
ActiveMQ,961484,7,584
ActiveMQ,961500,1,0
ActiveMQ,961783,8,673
ActiveMQ,962468,1,0
ActiveMQ,962512,1,0
ActiveMQ,963095,2,482
ActiveMQ,963104,7,1675
ActiveMQ,963282,3,687
ActiveMQ,963970,1,0
ActiveMQ,964804,2,378
ActiveMQ,965820,1,0
ActiveMQ,966291,4,594
ActiveMQ,966319,1,0
ActiveMQ,966712,6,1386
ActiveMQ,967008,2,2
ActiveMQ,967134,1,0
ActiveMQ,979277,2,152
ActiveMQ,980014,7,860
ActiveMQ,980458,4,165
ActiveMQ,980462,1,0
ActiveMQ,982240,1,0
ActiveMQ,982912,1,0
ActiveMQ,982955,1,0
ActiveMQ,982990,4,1227
ActiveMQ,983564,1,0
ActiveMQ,983584,1,0
ActiveMQ,984489,1,0
ActiveMQ,984738,1,0
ActiveMQ,984826,3,1082
ActiveMQ,985154,1,0
ActiveMQ,985155,1,0
ActiveMQ,986264,1,0
ActiveMQ,987193,1,0
ActiveMQ,988974,2,152
ActiveMQ,990107,7,966
ActiveMQ,991218,1,0
ActiveMQ,995119,2,696
ActiveMQ,995397,1,0
ActiveMQ,997290,1,0
ActiveMQ,997849,1,0
ActiveMQ,1000617,1,0
ActiveMQ,1002604,1,0
ActiveMQ,1004411,1,0
ActiveMQ,1004603,2,133
ActiveMQ,1005033,1,0
ActiveMQ,1005773,1,0
ActiveMQ,1005794,1,0
ActiveMQ,1005806,1,0
ActiveMQ,1021425,1,0
ActiveMQ,1021747,1,0
ActiveMQ,1022071,7,914
ActiveMQ,1022475,2,940
ActiveMQ,1022890,2,187
ActiveMQ,1023704,2,187
ActiveMQ,1023795,1,0
ActiveMQ,1025939,4,746
ActiveMQ,1026092,1,0
ActiveMQ,1026254,1,0
ActiveMQ,1026457,5,288
ActiveMQ,1026543,2,62
ActiveMQ,1027644,1,0
ActiveMQ,1028637,1,0
ActiveMQ,1030013,1,0
ActiveMQ,1030490,1,0
ActiveMQ,1030888,1,0
ActiveMQ,1030928,2,594
ActiveMQ,1032539,2,3
ActiveMQ,1032658,1,0
ActiveMQ,1033076,3,594
ActiveMQ,1033581,1,0
ActiveMQ,1033607,1,0
ActiveMQ,1034032,1,0
ActiveMQ,1034466,2,184
ActiveMQ,1035202,2,1180
ActiveMQ,1036524,5,781
ActiveMQ,1038036,1,0
ActiveMQ,1038276,4,868
ActiveMQ,1038658,1,0
ActiveMQ,1039108,1,0
ActiveMQ,1040151,1,0
ActiveMQ,1044340,1,0
ActiveMQ,1044368,2,88
ActiveMQ,1045219,5,822
ActiveMQ,1049184,1,0
ActiveMQ,1049521,1,0
ActiveMQ,1049527,2,165
ActiveMQ,1050463,1,0
ActiveMQ,1052259,2,21
ActiveMQ,1053641,1,0
ActiveMQ,1053942,8,1675
ActiveMQ,1055873,3,843
ActiveMQ,1057565,2,345
ActiveMQ,1058577,3,581
ActiveMQ,1059981,1,0
ActiveMQ,1061299,2,229
ActiveMQ,1061365,1,0
ActiveMQ,1061859,1,0
ActiveMQ,1064660,2,381
ActiveMQ,1064725,2,893
ActiveMQ,1065688,1,0
ActiveMQ,1068935,1,0
ActiveMQ,1069339,4,174
ActiveMQ,1069405,1,0
ActiveMQ,1070484,1,0
ActiveMQ,1071109,1,0
ActiveMQ,1071256,1,0
ActiveMQ,1071259,3,398
ActiveMQ,1071411,1,0
ActiveMQ,1072620,2,677
ActiveMQ,1073453,3,358
ActiveMQ,1074209,1,0
ActiveMQ,1074577,3,268
ActiveMQ,1075346,1,0
ActiveMQ,1075846,1,0
ActiveMQ,1075864,1,0
ActiveMQ,1076278,3,516
ActiveMQ,1076651,1,0
ActiveMQ,1077886,3,434
ActiveMQ,1078048,1,0
ActiveMQ,1078799,1,0
ActiveMQ,1079831,2,684
ActiveMQ,1081502,1,0
ActiveMQ,1081540,2,90
ActiveMQ,1082333,1,0
ActiveMQ,1084023,3,1246
ActiveMQ,1084175,2,114
ActiveMQ,1084533,1,0
ActiveMQ,1084550,1,0
ActiveMQ,1085337,1,0
ActiveMQ,1086182,5,562
ActiveMQ,1086219,1,0
ActiveMQ,1086280,1,0
ActiveMQ,1087251,1,0
ActiveMQ,1087330,3,176
ActiveMQ,1087912,1,0
ActiveMQ,1088955,1,0
ActiveMQ,1089772,1,0
ActiveMQ,1090179,1,0
ActiveMQ,1091862,1,0
ActiveMQ,1094495,1,0
ActiveMQ,1095352,6,1824
ActiveMQ,1095376,2,407
ActiveMQ,1100208,5,476
ActiveMQ,1100959,1,0
ActiveMQ,1101085,1,0
ActiveMQ,1101099,1,0
ActiveMQ,1102018,2,21
ActiveMQ,1104075,2,230
ActiveMQ,1124299,1,0
ActiveMQ,1125454,2,839
ActiveMQ,1126702,2,227
ActiveMQ,1127543,3,229
ActiveMQ,1127549,2,229
ActiveMQ,1128072,1,0
ActiveMQ,1130607,18,1770
ActiveMQ,1133180,1,0
ActiveMQ,1135649,2,343
ActiveMQ,1138442,2,62
ActiveMQ,1138443,1,0
ActiveMQ,1138925,1,0
ActiveMQ,1140770,1,0
ActiveMQ,1140872,1,0
ActiveMQ,1142005,7,1624
ActiveMQ,1142245,1,0
ActiveMQ,1142267,2,152
ActiveMQ,1143080,2,102
ActiveMQ,1143482,1,0
ActiveMQ,1144340,1,0
ActiveMQ,1145092,1,0
ActiveMQ,1145217,2,77
ActiveMQ,1145312,1,0
ActiveMQ,1145534,4,182
ActiveMQ,1145577,1,0
ActiveMQ,1146636,1,0
ActiveMQ,1147073,3,420
ActiveMQ,1148289,3,584
ActiveMQ,1148300,1,0
ActiveMQ,1149095,1,0
ActiveMQ,1150630,8,436
ActiveMQ,1152757,2,492
ActiveMQ,1153420,3,204
ActiveMQ,1153425,1,0
ActiveMQ,1153588,6,817
ActiveMQ,1154162,1,0
ActiveMQ,1155437,5,396
ActiveMQ,1157238,14,850
ActiveMQ,1158694,1,0
ActiveMQ,1159090,1,0
ActiveMQ,1159662,1,0
ActiveMQ,1160894,1,0
ActiveMQ,1162059,1,0
ActiveMQ,1163940,2,282
ActiveMQ,1167582,2,524
ActiveMQ,1169514,1,0
ActiveMQ,1170201,6,544
ActiveMQ,1170474,1,0
ActiveMQ,1170523,1,0
ActiveMQ,1170849,3,204
ActiveMQ,1171743,3,161
ActiveMQ,1173188,2,138
ActiveMQ,1173605,1,0
ActiveMQ,1173648,1,0
ActiveMQ,1174951,1,0
ActiveMQ,1176393,1,0
ActiveMQ,1176580,2,420
ActiveMQ,1177088,2,14
ActiveMQ,1177345,1,0
ActiveMQ,1177437,1,0
ActiveMQ,1177619,1,0
ActiveMQ,1177797,2,189
ActiveMQ,1179328,1,0
ActiveMQ,1179999,1,0
ActiveMQ,1180038,1,0
ActiveMQ,1180070,1,0
ActiveMQ,1181219,1,0
ActiveMQ,1182049,1,0
ActiveMQ,1182890,6,429
ActiveMQ,1182931,1,0
ActiveMQ,1183062,5,1084
ActiveMQ,1184834,10,659
ActiveMQ,1185129,1,0
ActiveMQ,1185765,1,0
ActiveMQ,1186095,1,0
ActiveMQ,1186539,1,0
ActiveMQ,1186813,1,0
ActiveMQ,1186952,4,553
ActiveMQ,1187538,1,0
ActiveMQ,1187817,3,400
ActiveMQ,1189700,1,0
ActiveMQ,1189980,1,0
ActiveMQ,1195708,1,0
ActiveMQ,1196709,1,0
ActiveMQ,1196804,1,0
ActiveMQ,1197072,1,0
ActiveMQ,1197203,2,193
ActiveMQ,1207963,1,0
ActiveMQ,1209162,1,0
ActiveMQ,1209700,5,515
ActiveMQ,1209841,1,0
ActiveMQ,1210503,1,0
ActiveMQ,1210504,1,0
ActiveMQ,1210506,1,0
ActiveMQ,1213208,1,0
ActiveMQ,1213979,1,0
ActiveMQ,1214700,1,0
ActiveMQ,1221199,1,0
ActiveMQ,1221310,1,0
ActiveMQ,1222275,2,389
ActiveMQ,1227185,1,0
ActiveMQ,1227186,2,64
ActiveMQ,1231979,2,314
ActiveMQ,1233860,1,0
ActiveMQ,1234010,1,0
ActiveMQ,1234981,1,0
ActiveMQ,1235341,1,0
ActiveMQ,1235530,1,0
ActiveMQ,1236414,1,0
ActiveMQ,1236664,1,0
ActiveMQ,1236707,1,0
ActiveMQ,1236905,1,0
ActiveMQ,1238827,1,0
ActiveMQ,1239118,2,345
ActiveMQ,1239188,2,338
ActiveMQ,1239319,1,0
ActiveMQ,1239335,1,0
ActiveMQ,1241061,3,23
ActiveMQ,1242912,1,0
ActiveMQ,1243334,1,0
ActiveMQ,1243706,2,291
ActiveMQ,1244116,1,0
ActiveMQ,1245777,1,0
ActiveMQ,1292599,4,379
ActiveMQ,1294342,1,0
ActiveMQ,1295545,1,0
ActiveMQ,1295662,1,0
ActiveMQ,1296094,1,0
ActiveMQ,1300723,1,0
ActiveMQ,1300727,1,0
ActiveMQ,1301565,1,0
ActiveMQ,1302494,1,0
ActiveMQ,1302977,1,0
ActiveMQ,1303544,1,0
ActiveMQ,1304020,1,0
ActiveMQ,1304984,4,301
ActiveMQ,1306228,1,0
ActiveMQ,1307142,4,1617
ActiveMQ,1309566,5,379
ActiveMQ,1311237,1,0
ActiveMQ,1311513,1,0
ActiveMQ,1325621,2,214
ActiveMQ,1325722,2,200
ActiveMQ,1325943,1,0
ActiveMQ,1326298,1,0
ActiveMQ,1326493,1,0
ActiveMQ,1328287,5,856
ActiveMQ,1328413,1,0
ActiveMQ,1332230,1,0
ActiveMQ,1341521,1,0
ActiveMQ,1341601,2,211
ActiveMQ,1344842,1,0
ActiveMQ,1344894,1,0
ActiveMQ,1345034,1,0
ActiveMQ,1345202,4,405
ActiveMQ,1346594,1,0
ActiveMQ,1346813,1,0
ActiveMQ,1346927,1,0
ActiveMQ,1347580,2,372
ActiveMQ,1347621,1,0
ActiveMQ,1348761,1,0
ActiveMQ,1349582,1,0
ActiveMQ,1349713,1,0
ActiveMQ,1350006,5,560
ActiveMQ,1350425,1,0
ActiveMQ,1352137,1,0
ActiveMQ,1352902,2,179
ActiveMQ,1354449,1,0
ActiveMQ,1356431,2,231
ActiveMQ,1358147,1,0
ActiveMQ,1359949,1,0
ActiveMQ,1359952,1,0
ActiveMQ,1360085,1,0
ActiveMQ,1360626,1,0
ActiveMQ,1361984,3,122
ActiveMQ,1362035,1,0
ActiveMQ,1362462,1,0
ActiveMQ,1362979,1,0
ActiveMQ,1364009,1,0
ActiveMQ,1364560,1,0
ActiveMQ,1365290,1,0
ActiveMQ,1365542,1,0
ActiveMQ,1365943,1,0
ActiveMQ,1370581,1,0
ActiveMQ,1371722,1,0
ActiveMQ,1373794,1,0
ActiveMQ,1375140,1,0
ActiveMQ,1376934,2,1547
ActiveMQ,1378372,1,0
ActiveMQ,1378686,1,0
ActiveMQ,1378881,1,0
ActiveMQ,1379433,1,0
ActiveMQ,1379454,1,0
ActiveMQ,1379765,3,364
ActiveMQ,1381557,1,0
ActiveMQ,1381695,3,472
ActiveMQ,1381985,2,379
ActiveMQ,1382761,1,0
ActiveMQ,1383400,3,276
ActiveMQ,1383746,2,8
ActiveMQ,1384714,1,0
ActiveMQ,1387025,1,0
ActiveMQ,1387504,1,0
ActiveMQ,1387989,2,83
ActiveMQ,1390193,2,43
ActiveMQ,1390710,1,0
ActiveMQ,1391682,1,0
ActiveMQ,1393500,3,58
ActiveMQ,1393782,2,56
ActiveMQ,1394264,1,0
ActiveMQ,1394266,1,0
ActiveMQ,1394677,1,0
ActiveMQ,1394733,1,0
ActiveMQ,1396846,1,0
ActiveMQ,1399438,1,0
ActiveMQ,1400116,4,131
ActiveMQ,1400155,3,202
ActiveMQ,1400304,1,0
ActiveMQ,1401511,1,0
ActiveMQ,1402148,1,0
ActiveMQ,1402532,1,0
ActiveMQ,1403459,1,0
ActiveMQ,1403689,2,75
ActiveMQ,1403869,1,0
ActiveMQ,1404158,1,0
ActiveMQ,1405122,1,0
ActiveMQ,1405934,1,0
ActiveMQ,1406369,1,0
ActiveMQ,1406370,1,0
ActiveMQ,1406466,6,1616
ActiveMQ,1406629,3,168
ActiveMQ,1406686,1,0
ActiveMQ,1406852,1,0
ActiveMQ,1408161,1,0
ActiveMQ,1408917,1,0
ActiveMQ,1408953,1,0
ActiveMQ,1409489,2,149
ActiveMQ,1411632,2,56
ActiveMQ,1414990,1,0
ActiveMQ,1415406,1,0
ActiveMQ,1416989,5,197
ActiveMQ,1417333,1,0
ActiveMQ,1418089,1,0
ActiveMQ,1418378,1,0
ActiveMQ,1421487,1,0
ActiveMQ,1421994,1,0
ActiveMQ,1422873,1,0
ActiveMQ,1422953,1,0
ActiveMQ,1423828,1,0
ActiveMQ,1423834,1,0
ActiveMQ,1425871,1,0
ActiveMQ,1428397,1,0
ActiveMQ,1430266,1,0
ActiveMQ,1430862,1,0
ActiveMQ,1432487,2,1500
ActiveMQ,1434849,1,0
ActiveMQ,1436956,1,0
ActiveMQ,1438540,1,0
ActiveMQ,1438570,1,0
ActiveMQ,1438734,3,640
ActiveMQ,1440531,1,0
ActiveMQ,1441064,1,0
ActiveMQ,1441240,1,0
ActiveMQ,1442613,1,0
ActiveMQ,1445436,1,0
ActiveMQ,1445474,2,61
ActiveMQ,1446447,1,0
ActiveMQ,1447715,2,174
ActiveMQ,1448798,1,0
ActiveMQ,1454514,1,0
ActiveMQ,1455290,1,0
ActiveMQ,1455944,1,0
ActiveMQ,1459834,1,0
ActiveMQ,1464165,1,0
ActiveMQ,1467510,1,0
ActiveMQ,1471420,1,0
ActiveMQ,1475734,1,0
ActiveMQ,1478083,1,0
ActiveMQ,1478183,1,0
ActiveMQ,1478835,1,0
ActiveMQ,1480087,1,0
ActiveMQ,1480731,1,0
ActiveMQ,1482790,1,0
ActiveMQ,1486063,1,0
ActiveMQ,1486951,1,0
ActiveMQ,1487950,1,0
ActiveMQ,1488353,1,0
ActiveMQ,1488375,1,0
ActiveMQ,1489180,1,0
ActiveMQ,1489978,1,0
ActiveMQ,1494680,1,0
ActiveMQ,1498978,1,0
ActiveMQ,1500885,1,0
ActiveMQ,1501488,1,0
ActiveMQ,1507146,1,0
ActiveMQ,1508602,1,0
ActiveMQ,1509046,1,0
ActiveMQ,1514023,1,0
ActiveMQ,1516561,1,0
Camel,519901,2,279
Camel,519989,4,1754
Camel,520375,2,125
Camel,520502,1,0
Camel,520532,1,0
Camel,520823,1,0
Camel,520900,3,733
Camel,520962,1,0
Camel,520985,1,0
Camel,520989,1,0
Camel,521180,2,682
Camel,521186,1,0
Camel,521236,1,0
Camel,521256,1,0
Camel,521259,1,0
Camel,521286,3,594
Camel,521319,1,0
Camel,521369,3,304
Camel,521410,2,1310
Camel,521586,1,0
Camel,521588,1,0
Camel,521675,3,863
Camel,521746,3,476
Camel,521831,1,0
Camel,522838,10,1211
Camel,522904,1,0
Camel,522906,5,1029
Camel,523078,2,1152
Camel,523731,8,857
Camel,523881,3,276
Camel,523882,2,291
Camel,523888,1,0
Camel,524027,1,0
Camel,524031,6,1007
Camel,524096,1,0
Camel,524764,1,0
Camel,525122,2,105
Camel,525123,2,284
Camel,525142,2,1212
Camel,525519,4,901
Camel,525547,4,1089
Camel,525634,1,0
Camel,525869,4,1201
Camel,525889,1,0
Camel,525890,5,729
Camel,525892,2,20
Camel,525898,1,0
Camel,529156,1,0
Camel,530368,4,655
Camel,530379,3,71
Camel,530384,1,0
Camel,530414,1,0
Camel,530429,1,0
Camel,530433,2,360
Camel,530545,2,338
Camel,530555,1,0
Camel,530738,1,0
Camel,530858,1,0
Camel,531566,1,0
Camel,531854,2,297
Camel,531883,1,0
Camel,532024,1,0
Camel,532029,1,0
Camel,532360,3,1189
Camel,532654,4,1102
Camel,532790,5,1295
Camel,533145,3,1026
Camel,533630,1,0
Camel,533658,1,0
Camel,533758,3,1420
Camel,533794,1,0
Camel,533814,4,1287
Camel,534009,1,0
Camel,534054,1,0
Camel,534059,7,1508
Camel,534063,3,1234
Camel,534084,1,0
Camel,534086,1,0
Camel,534095,2,393
Camel,534145,10,1148
Camel,534340,2,293
Camel,534561,1,0
Camel,534800,3,269
Camel,534941,4,1359
Camel,535136,1,0
Camel,535206,2,285
Camel,536237,3,285
Camel,537816,4,2007
Camel,537879,2,464
Camel,538073,2,1606
Camel,538126,3,1606
Camel,538519,1,0
Camel,538665,2,1606
Camel,538915,3,1606
Camel,538957,1,0
Camel,538973,1,0
Camel,540547,1,0
Camel,540969,6,1045
Camel,541323,2,344
Camel,541335,1,0
Camel,541693,2,1220
Camel,545076,2,1035
Camel,545108,1,0
Camel,545124,1,0
Camel,546215,13,1083
Camel,546484,1,0
Camel,546580,1,0
Camel,547741,2,122
Camel,549890,2,173
Camel,550444,1,0
Camel,550510,4,1477
Camel,550760,2,264
Camel,551974,3,1027
Camel,552469,3,1424
Camel,552516,6,1607
Camel,552523,1,0
Camel,552848,4,752
Camel,553312,5,189
Camel,553477,3,156
Camel,554322,1,0
Camel,554329,2,1496
Camel,554543,1,0
Camel,554592,1,0
Camel,555123,2,175
Camel,555221,6,1311
Camel,555584,4,1311
Camel,558732,4,719
Camel,558737,1,0
Camel,559516,1,0
Camel,559531,1,0
Camel,559613,4,727
Camel,559924,2,1199
Camel,560141,2,289
Camel,560143,1,0
Camel,560144,1,0
Camel,560302,3,136
Camel,560303,2,323
Camel,560349,1,0
Camel,560889,6,942
Camel,560899,1,0
Camel,561006,7,1311
Camel,561037,1,0
Camel,561666,1,0
Camel,561667,1,0
Camel,561947,10,1984
Camel,562072,1,0
Camel,562556,5,668
Camel,562566,1,0
Camel,562678,1,0
Camel,563213,1,0
Camel,563428,6,1384
Camel,563472,4,637
Camel,563503,1,0
Camel,563575,1,0
Camel,563607,21,978
Camel,563618,1,0
Camel,563665,15,1194
Camel,563909,2,761
Camel,563924,1,0
Camel,564272,6,1001
Camel,564295,6,1479
Camel,564495,4,301
Camel,564568,5,1287
Camel,564575,1,0
Camel,564644,5,1574
Camel,565270,9,684
Camel,565361,1,0
Camel,565884,7,574
Camel,566050,2,52
Camel,566242,1,0
Camel,566600,1,0
Camel,566602,1,0
Camel,566604,2,1638
Camel,566722,1,0
Camel,566805,1,0
Camel,566911,1,0
Camel,566940,3,206
Camel,567079,1,0
Camel,567086,1,0
Camel,567293,1,0
Camel,567358,1,0
Camel,567554,1,0
Camel,567621,4,865
Camel,567750,1,0
Camel,567761,3,308
Camel,570024,1,0
Camel,570379,4,1382
Camel,570386,1,0
Camel,570410,1,0
Camel,570471,5,310
Camel,570472,7,1973
Camel,570501,4,363
Camel,570670,1,0
Camel,571197,4,232
Camel,571436,4,2168
Camel,571471,4,1194
Camel,571489,4,1653
Camel,572359,2,1919
Camel,572368,1,0
Camel,572379,5,539
Camel,572607,1,0
Camel,572625,1,0
Camel,572712,1,0
Camel,572785,1,0
Camel,572899,3,836
Camel,573201,3,340
Camel,573575,1,0
Camel,573793,1,0
Camel,574469,6,859
Camel,574788,1,0
Camel,575596,1,0
Camel,575600,5,1919
Camel,575882,1,0
Camel,575883,2,439
Camel,576408,5,643
Camel,576446,1,0
Camel,576463,4,531
Camel,576522,12,1012
Camel,576920,4,491
Camel,577194,2,151
Camel,577559,3,364
Camel,577633,1,0
Camel,577663,6,889
Camel,577721,7,546
Camel,578206,2,908
Camel,579301,4,518
Camel,579718,4,1058
Camel,580963,4,609
Camel,580969,1,0
Camel,581116,3,98
Camel,581937,3,1023
Camel,582282,2,1373
Camel,582309,2,304
Camel,582840,1,0
Camel,583073,2,658
Camel,583092,4,948
Camel,583144,2,974
Camel,583226,3,1066
Camel,583400,4,1235
Camel,583419,1,0
Camel,583523,1,0
Camel,583780,3,1851
Camel,583844,1,0
Camel,583907,2,338
Camel,584100,2,345
Camel,584250,2,1201
Camel,584387,2,761
Camel,584388,1,0
Camel,584725,1,0
Camel,584837,1,0
Camel,585089,1,0
Camel,585093,1,0
Camel,585154,2,247
Camel,585196,3,421
Camel,586062,4,1784
Camel,586066,10,1077
Camel,586500,1,0
Camel,586863,7,953
Camel,588614,2,329
