project,bug,bug-introducing_changes,days
Camel,CAMEL-5248,1,0
Camel,CAMEL-5260,1,0
Camel,CAMEL-5261,4,357
Camel,CAMEL-5263,2,1175
Camel,CAMEL-5265,1,0
Camel,CAMEL-5274,2,418
Camel,CAMEL-5277,1,0
Camel,CAMEL-5279,1,0
Camel,CAMEL-5282,1,0
Camel,CAMEL-5284,7,1379
Camel,CAMEL-5299,9,829
Camel,CAMEL-5300,1,0
Camel,CAMEL-5303,2,192
Camel,CAMEL-5309,19,1866
Camel,CAMEL-5317,1,0
Camel,CAMEL-5321,4,1467
Camel,CAMEL-5331,3,177
Camel,CAMEL-534,2,425
Camel,CAMEL-5348,1,0
Camel,CAMEL-5357,2,889
Camel,CAMEL-5358,1,0
Camel,CAMEL-536,8,229
Camel,CAMEL-5363,2,387
Camel,CAMEL-5367,5,318
Camel,CAMEL-5372,27,1412
Camel,CAMEL-5401,3,215
Camel,CAMEL-5405,2,1042
Camel,CAMEL-5406,2,219
Camel,CAMEL-5411,1,0
Camel,CAMEL-5414,9,609
Camel,CAMEL-5415,1,0
Camel,CAMEL-5419,1,0
Camel,CAMEL-5426,3,676
Camel,CAMEL-5429,5,448
Camel,CAMEL-5432,6,1938
Camel,CAMEL-5440,5,1463
Camel,CAMEL-5451,6,357
Camel,CAMEL-5454,1,0
Camel,CAMEL-5455,1,0
Camel,CAMEL-5456,15,1884
Camel,CAMEL-5459,4,1403
Camel,CAMEL-5464,1,0
Camel,CAMEL-5468,1,0
Camel,CAMEL-5470,1,0
Camel,CAMEL-5475,4,62
Camel,CAMEL-548,6,253
Camel,CAMEL-5485,4,422
Camel,CAMEL-5487,2,317
Camel,CAMEL-549,3,55
Camel,CAMEL-5495,2,657
Camel,CAMEL-5499,3,731
Camel,CAMEL-550,14,366
Camel,CAMEL-5500,1,0
Camel,CAMEL-5501,11,1930
Camel,CAMEL-5504,5,380
Camel,CAMEL-5505,2,265
Camel,CAMEL-5506,2,14
Camel,CAMEL-5507,5,95
Camel,CAMEL-5509,3,976
Camel,CAMEL-551,3,265
Camel,CAMEL-5515,5,1197
Camel,CAMEL-5517,3,169
Camel,CAMEL-5518,4,339
Camel,CAMEL-5519,2,194
Camel,CAMEL-5525,1,0
Camel,CAMEL-5526,6,1532
Camel,CAMEL-5536,1,0
Camel,CAMEL-5537,2,97
Camel,CAMEL-5540,1,0
Camel,CAMEL-5542,6,1708
Camel,CAMEL-5543,1,0
Camel,CAMEL-5555,1,0
Camel,CAMEL-5556,2,157
Camel,CAMEL-5564,15,582
Camel,CAMEL-5570,1,0
Camel,CAMEL-5571,4,1505
Camel,CAMEL-5574,5,790
Camel,CAMEL-5580,1,0
Camel,CAMEL-5592,4,1723
Camel,CAMEL-5595,1,0
Camel,CAMEL-5605,1,0
Camel,CAMEL-5608,11,1746
Camel,CAMEL-561,1,0
Camel,CAMEL-5615,1,0
Camel,CAMEL-5616,3,214
Camel,CAMEL-562,3,106
Camel,CAMEL-5621,2,193
Camel,CAMEL-5627,1,0
Camel,CAMEL-563,2,188
Camel,CAMEL-5631,1,0
Camel,CAMEL-5632,5,1179
Camel,CAMEL-5636,2,817
Camel,CAMEL-564,1,0
Camel,CAMEL-5644,3,1044
Camel,CAMEL-5647,15,1397
Camel,CAMEL-5653,3,103
Camel,CAMEL-5655,6,494
Camel,CAMEL-566,1,0
Camel,CAMEL-5670,2,5
Camel,CAMEL-568,1,0
Camel,CAMEL-5681,12,1137
Camel,CAMEL-5682,1,0
Camel,CAMEL-5683,7,1394
Camel,CAMEL-5686,1,0
Camel,CAMEL-5693,4,666
Camel,CAMEL-5694,1,0
Camel,CAMEL-5699,2,254
Camel,CAMEL-5707,9,647
Camel,CAMEL-5710,3,294
Camel,CAMEL-5712,3,680
Camel,CAMEL-5718,11,727
Camel,CAMEL-572,1,0
Camel,CAMEL-5720,2,0
Camel,CAMEL-5729,2,591
Camel,CAMEL-5730,2,510
Camel,CAMEL-5732,1,0
Camel,CAMEL-5733,1,0
Camel,CAMEL-5735,1,0
Camel,CAMEL-5737,1,0
Camel,CAMEL-574,2,16
Camel,CAMEL-5741,3,37
Camel,CAMEL-5747,3,446
Camel,CAMEL-5756,4,877
Camel,CAMEL-5757,1,0
Camel,CAMEL-5761,2,0
Camel,CAMEL-5766,1,0
Camel,CAMEL-5769,3,866
Camel,CAMEL-5774,2,446
Camel,CAMEL-5776,5,1382
Camel,CAMEL-5782,4,623
Camel,CAMEL-5796,3,635
Camel,CAMEL-581,1,0
Camel,CAMEL-5810,4,541
Camel,CAMEL-5816,8,574
Camel,CAMEL-5818,1,0
Camel,CAMEL-5821,10,1117
Camel,CAMEL-5826,4,183
Camel,CAMEL-583,5,218
Camel,CAMEL-5830,8,897
Camel,CAMEL-5837,7,1504
Camel,CAMEL-5839,2,0
Camel,CAMEL-584,5,94
Camel,CAMEL-5844,12,1929
Camel,CAMEL-5848,13,1981
Camel,CAMEL-5854,2,160
Camel,CAMEL-5860,3,0
Camel,CAMEL-5864,4,344
Camel,CAMEL-5865,10,899
Camel,CAMEL-5866,20,1351
Camel,CAMEL-5867,16,1134
Camel,CAMEL-587,3,265
Camel,CAMEL-5871,4,721
Camel,CAMEL-5877,4,155
Camel,CAMEL-5880,4,183
Camel,CAMEL-5883,1,0
Camel,CAMEL-5887,1,0
Camel,CAMEL-5888,1,0
Camel,CAMEL-5890,6,1731
Camel,CAMEL-5897,2,0
Camel,CAMEL-5899,8,999
Camel,CAMEL-5900,11,1942
Camel,CAMEL-5907,7,1436
Camel,CAMEL-5908,2,14
Camel,CAMEL-5917,1,0
Camel,CAMEL-5925,1,0
Camel,CAMEL-5942,7,380
Camel,CAMEL-5943,1,0
Camel,CAMEL-5948,7,1682
Camel,CAMEL-5949,4,614
Camel,CAMEL-5950,5,911
Camel,CAMEL-5951,4,794
Camel,CAMEL-5953,3,771
Camel,CAMEL-5957,6,976
Camel,CAMEL-5968,5,615
Camel,CAMEL-597,3,39
Camel,CAMEL-5971,3,615
Camel,CAMEL-5973,2,469
Camel,CAMEL-5975,3,679
Camel,CAMEL-5981,11,1322
Camel,CAMEL-5987,19,1697
Camel,CAMEL-5994,1,0
Camel,CAMEL-5999,4,988
Camel,CAMEL-6005,2,0
Camel,CAMEL-6013,5,337
Camel,CAMEL-6020,11,2051
Camel,CAMEL-6023,5,1107
Camel,CAMEL-6025,9,1555
Camel,CAMEL-6038,1,0
Camel,CAMEL-6041,1,0
Camel,CAMEL-6045,4,502
Camel,CAMEL-6046,2,209
Camel,CAMEL-6056,12,1466
Camel,CAMEL-6064,2,0
Camel,CAMEL-6068,3,0
Camel,CAMEL-6069,6,1434
Camel,CAMEL-6079,5,1513
Camel,CAMEL-6081,2,392
Camel,CAMEL-6084,1,0
Camel,CAMEL-6089,2,83
Camel,CAMEL-6097,1,0
Camel,CAMEL-610,4,327
Camel,CAMEL-6109,3,1666
Camel,CAMEL-6123,1,0
Camel,CAMEL-6127,1,0
Camel,CAMEL-6128,3,335
Camel,CAMEL-6129,3,170
Camel,CAMEL-6130,23,2179
Camel,CAMEL-6133,3,672
Camel,CAMEL-6135,2,413
Camel,CAMEL-6154,1,0
Camel,CAMEL-6155,4,189
Camel,CAMEL-6160,3,219
Camel,CAMEL-6168,2,414
Camel,CAMEL-6172,5,112
Camel,CAMEL-6173,1,0
Camel,CAMEL-6175,3,759
Camel,CAMEL-6179,1,0
Camel,CAMEL-618,2,169
Camel,CAMEL-6188,1,0
Camel,CAMEL-6189,1,0
Camel,CAMEL-6199,1,0
Camel,CAMEL-620,7,426
Camel,CAMEL-6202,1,0
Camel,CAMEL-6218,3,932
Camel,CAMEL-6220,1,0
Camel,CAMEL-6231,1,0
Camel,CAMEL-6234,6,1321
Camel,CAMEL-624,1,0
Camel,CAMEL-6242,2,81
Camel,CAMEL-6244,5,1854
Camel,CAMEL-6253,8,1240
Camel,CAMEL-6255,4,429
Camel,CAMEL-6259,4,405
Camel,CAMEL-6262,6,761
Camel,CAMEL-6267,1,0
Camel,CAMEL-6276,1,0
Camel,CAMEL-6283,3,239
Camel,CAMEL-6297,7,688
Camel,CAMEL-6298,1,0
Camel,CAMEL-6300,4,180
Camel,CAMEL-6302,7,1389
Camel,CAMEL-6307,2,629
Camel,CAMEL-631,2,1
Camel,CAMEL-6311,9,1250
Camel,CAMEL-6312,59,2228
Camel,CAMEL-6313,5,837
Camel,CAMEL-6323,2,738
Camel,CAMEL-634,9,331
Camel,CAMEL-636,3,474
Camel,CAMEL-642,7,332
Camel,CAMEL-651,4,314
Camel,CAMEL-653,6,455
Camel,CAMEL-655,8,467
Camel,CAMEL-657,1,0
Camel,CAMEL-667,2,286
Camel,CAMEL-675,4,474
Camel,CAMEL-677,3,59
Camel,CAMEL-679,5,276
Camel,CAMEL-685,6,468
Camel,CAMEL-686,5,328
Camel,CAMEL-688,15,475
Camel,CAMEL-691,2,294
Camel,CAMEL-694,3,470
Camel,CAMEL-695,1,0
Camel,CAMEL-696,4,327
Camel,CAMEL-697,1,0
Camel,CAMEL-701,1,0
Camel,CAMEL-702,11,465
Camel,CAMEL-707,6,294
Camel,CAMEL-710,3,470
Camel,CAMEL-712,1,0
Camel,CAMEL-713,8,446
Camel,CAMEL-715,4,140
Camel,CAMEL-718,2,129
Camel,CAMEL-719,11,472
Camel,CAMEL-72,1,0
Camel,CAMEL-734,1,0
Camel,CAMEL-737,2,2
Camel,CAMEL-738,4,404
Camel,CAMEL-741,2,215
Camel,CAMEL-747,4,448
Camel,CAMEL-755,1,0
Camel,CAMEL-756,4,510
Camel,CAMEL-758,9,410
Camel,CAMEL-763,7,366
Camel,CAMEL-765,1,0
Camel,CAMEL-773,1,0
Camel,CAMEL-774,4,308
Camel,CAMEL-777,12,466
Camel,CAMEL-782,2,142
Camel,CAMEL-792,3,141
Camel,CAMEL-793,1,0
Camel,CAMEL-794,5,348
Camel,CAMEL-795,1,0
Camel,CAMEL-80,2,1
Camel,CAMEL-803,6,200
Camel,CAMEL-806,5,313
Camel,CAMEL-807,3,153
Camel,CAMEL-81,1,0
Camel,CAMEL-811,2,4
Camel,CAMEL-818,2,2
Camel,CAMEL-826,15,465
Camel,CAMEL-834,2,96
Camel,CAMEL-842,3,60
Camel,CAMEL-85,2,9
Camel,CAMEL-851,2,228
Camel,CAMEL-857,10,381
Camel,CAMEL-860,14,494
Camel,CAMEL-871,4,327
Camel,CAMEL-873,19,530
Camel,CAMEL-879,28,699
Camel,CAMEL-880,3,530
Camel,CAMEL-881,4,340
Camel,CAMEL-882,1,0
Camel,CAMEL-885,28,401
Camel,CAMEL-886,1,0
Camel,CAMEL-890,1,0
Camel,CAMEL-894,12,421
Camel,CAMEL-901,7,413
Camel,CAMEL-902,2,11
Camel,CAMEL-906,5,444
Camel,CAMEL-914,3,285
Camel,CAMEL-919,12,512
Camel,CAMEL-920,3,6
Camel,CAMEL-921,3,93
Camel,CAMEL-922,2,27
Camel,CAMEL-925,8,445
Camel,CAMEL-927,2,1
Camel,CAMEL-934,1,0
Camel,CAMEL-939,8,552
Camel,CAMEL-940,3,38
Camel,CAMEL-942,2,66
Camel,CAMEL-95,13,105
Camel,CAMEL-958,14,561
Camel,CAMEL-96,9,144
Camel,CAMEL-965,1,0
Camel,CAMEL-967,1,0
Camel,CAMEL-969,1,0
Camel,CAMEL-970,3,34
Camel,CAMEL-973,4,199
Camel,CAMEL-974,12,729
Camel,CAMEL-98,5,139
Camel,CAMEL-980,10,448
Camel,CAMEL-983,9,529
Camel,CAMEL-993,1,0
Derby,DERBY-1,1,0
Derby,DERBY-1000,1,0
Derby,DERBY-1002,3,495
Derby,DERBY-1004,10,394
Derby,DERBY-1007,5,523
Derby,DERBY-1009,5,420
Derby,DERBY-1010,4,403
Derby,DERBY-1016,1,0
Derby,DERBY-1024,3,41
Derby,DERBY-1025,9,846
Derby,DERBY-1030,2,782
Derby,DERBY-1035,4,407
Derby,DERBY-1037,1,0
Derby,DERBY-1042,6,502
Derby,DERBY-1043,2,321
Derby,DERBY-1046,8,1264
Derby,DERBY-1047,1,0
Derby,DERBY-1055,4,40
Derby,DERBY-1058,1,0
Derby,DERBY-106,1,0
Derby,DERBY-1060,4,359
Derby,DERBY-1064,1,0
Derby,DERBY-1069,4,365
Derby,DERBY-1072,1,0
Derby,DERBY-1079,7,578
Derby,DERBY-1080,1,0
Derby,DERBY-1085,1,0
Derby,DERBY-1087,2,549
Derby,DERBY-1089,1,0
Derby,DERBY-1091,7,518
Derby,DERBY-1095,5,525
Derby,DERBY-1101,2,105
Derby,DERBY-1102,4,833
Derby,DERBY-1107,4,896
Derby,DERBY-1108,1,0
Derby,DERBY-1112,2,457
Derby,DERBY-1113,3,493
Derby,DERBY-1117,1,0
Derby,DERBY-1119,1,0
Derby,DERBY-1121,1,0
Derby,DERBY-1124,1,0
Derby,DERBY-1125,3,266
Derby,DERBY-1127,4,463
Derby,DERBY-1130,11,577
Derby,DERBY-1136,2,220
Derby,DERBY-114,1,0
Derby,DERBY-1142,3,514
Derby,DERBY-1143,1,0
Derby,DERBY-1144,3,269
Derby,DERBY-1148,7,505
Derby,DERBY-1149,4,331
Derby,DERBY-1159,1,0
Derby,DERBY-1172,2,21
Derby,DERBY-1174,1,0
Derby,DERBY-1176,5,547
Derby,DERBY-1177,3,41
Derby,DERBY-1184,3,340
Derby,DERBY-1187,4,185
Derby,DERBY-1189,1,0
Derby,DERBY-1190,1,0
Derby,DERBY-1191,1,0
Derby,DERBY-1196,5,553
Derby,DERBY-1198,1,0
Derby,DERBY-121,3,220
Derby,DERBY-1219,2,400
Derby,DERBY-122,1,0
Derby,DERBY-1229,1,0
Derby,DERBY-123,1,0
Derby,DERBY-1231,3,623
Derby,DERBY-1240,2,420
Derby,DERBY-1241,1,0
Derby,DERBY-1244,1,0
Derby,DERBY-1247,1,0
Derby,DERBY-1248,7,571
Derby,DERBY-125,2,221
Derby,DERBY-1251,10,574
Derby,DERBY-1252,1,0
Derby,DERBY-1258,2,451
Derby,DERBY-1262,1,0
Derby,DERBY-1265,1,0
Derby,DERBY-1266,3,352
Derby,DERBY-127,2,190
Derby,DERBY-1274,1,0
Derby,DERBY-1277,4,221
Derby,DERBY-128,1,0
Derby,DERBY-129,7,2541
Derby,DERBY-1292,1,0
Derby,DERBY-1295,1,0
Derby,DERBY-1296,5,669
Derby,DERBY-13,1,0
Derby,DERBY-130,2,109
Derby,DERBY-1303,1,0
Derby,DERBY-1304,1,0
Derby,DERBY-1308,11,66
Derby,DERBY-1314,2,402
Derby,DERBY-1315,10,693
Derby,DERBY-1322,7,364
Derby,DERBY-1323,3,373
Derby,DERBY-1324,2,210
Derby,DERBY-1325,2,167
Derby,DERBY-1326,6,614
Derby,DERBY-1327,4,483
Derby,DERBY-1329,2,321
Derby,DERBY-1340,2,358
Derby,DERBY-1348,3,151
Derby,DERBY-1354,2,380
Derby,DERBY-1355,2,782
Derby,DERBY-1356,1,0
Derby,DERBY-1357,1,0
Derby,DERBY-1361,5,552
Derby,DERBY-1364,8,420
Derby,DERBY-1365,2,0
Derby,DERBY-137,3,220
Derby,DERBY-1373,1,0
Derby,DERBY-1374,3,396
Derby,DERBY-1377,148,684
Derby,DERBY-1380,10,185
Derby,DERBY-1382,2,3
Derby,DERBY-1386,3,616
Derby,DERBY-1392,3,600
Derby,DERBY-1393,4,32
Derby,DERBY-1396,1,0
Derby,DERBY-1411,2,594
Derby,DERBY-1421,2,78
Derby,DERBY-1427,1,0
Derby,DERBY-1434,2,3
Derby,DERBY-1440,18,972
Derby,DERBY-1444,1,0
Derby,DERBY-1459,5,658
Derby,DERBY-1462,1,0
Derby,DERBY-1463,1,0
Derby,DERBY-1465,13,1474
Derby,DERBY-1468,1,0
Derby,DERBY-147,1,0
Derby,DERBY-1476,3,654
Derby,DERBY-1482,22,2446
Derby,DERBY-1484,2,162
Derby,DERBY-149,3,130
Derby,DERBY-1493,1,0
Derby,DERBY-151,4,1896
Derby,DERBY-1510,1,0
Derby,DERBY-1511,2,755
Derby,DERBY-1516,7,558
Derby,DERBY-1519,2,455
Derby,DERBY-153,1,0
Derby,DERBY-1533,2,454
Derby,DERBY-1537,1,0
Derby,DERBY-1538,2,209
Derby,DERBY-1546,4,455
Derby,DERBY-1554,2,344
Derby,DERBY-1563,1,0
Derby,DERBY-157,2,123
Derby,DERBY-1571,1,0
Derby,DERBY-1573,1,0
Derby,DERBY-1578,1,0
Derby,DERBY-158,1,0
Derby,DERBY-1582,5,685
Derby,DERBY-1583,1,0
Derby,DERBY-1585,5,1203
Derby,DERBY-1586,2,566
Derby,DERBY-1595,8,1819
Derby,DERBY-1605,3,474
Derby,DERBY-1606,1,0
Derby,DERBY-1610,13,662
Derby,DERBY-1614,3,568
Derby,DERBY-1616,1,0
Derby,DERBY-1618,3,669
Derby,DERBY-1619,1,0
Derby,DERBY-1620,2,592
Derby,DERBY-1621,3,685
Derby,DERBY-1630,3,167
Derby,DERBY-1633,10,692
Derby,DERBY-1637,1,0
Derby,DERBY-1644,3,496
Derby,DERBY-1652,2,200
Derby,DERBY-1660,1,0
Derby,DERBY-1661,1,0
Derby,DERBY-1665,1,0
Derby,DERBY-1673,1,0
Derby,DERBY-1681,2,166
Derby,DERBY-1686,2,212
Derby,DERBY-1688,1,0
Derby,DERBY-1691,5,505
Derby,DERBY-1692,3,136
Derby,DERBY-1693,1,0
Derby,DERBY-1694,5,607
Derby,DERBY-170,1,0
Derby,DERBY-1701,7,182
Derby,DERBY-1706,1,0
Derby,DERBY-1707,1,0
Derby,DERBY-1710,2,428
Derby,DERBY-1716,4,728
Derby,DERBY-1718,2,683
Derby,DERBY-1726,5,801
Derby,DERBY-1729,1,0
Derby,DERBY-1732,1,0
Derby,DERBY-174,1,0
Derby,DERBY-1743,1,0
Derby,DERBY-1751,8,693
Derby,DERBY-1756,2,145
Derby,DERBY-1759,3,425
Derby,DERBY-176,20,1132
Derby,DERBY-1760,1,0
Derby,DERBY-1762,4,187
Derby,DERBY-1767,6,359
Derby,DERBY-1772,1,0
Derby,DERBY-1775,4,441
Derby,DERBY-1777,7,137
Derby,DERBY-1783,1,0
Derby,DERBY-1784,2,258
Derby,DERBY-1785,1,0
Derby,DERBY-1786,5,79
Derby,DERBY-1790,3,285
Derby,DERBY-1793,3,497
Derby,DERBY-18,2,0
Derby,DERBY-180,1,0
Derby,DERBY-1810,3,308
Derby,DERBY-1811,3,712
Derby,DERBY-1813,1,0
Derby,DERBY-1816,6,754
Derby,DERBY-1817,5,715
Derby,DERBY-1828,19,944
Derby,DERBY-183,1,0
Derby,DERBY-1840,1,0
Derby,DERBY-1847,7,298
Derby,DERBY-1852,2,166
Derby,DERBY-1854,1,0
Derby,DERBY-1858,6,282
Derby,DERBY-1861,4,906
Derby,DERBY-1866,1,0
Derby,DERBY-1869,1,0
Derby,DERBY-189,5,200
Derby,DERBY-1894,1,0
Derby,DERBY-1897,1,0
Derby,DERBY-19,1,0
Derby,DERBY-1909,2,0
Derby,DERBY-1910,1,0
Derby,DERBY-1913,2,1247
Derby,DERBY-1914,3,207
Derby,DERBY-1917,3,755
Derby,DERBY-1939,4,662
Derby,DERBY-194,1,0
Derby,DERBY-1942,4,242
Derby,DERBY-1947,2,11
Derby,DERBY-1963,1,0
Derby,DERBY-1966,1,0
Derby,DERBY-1967,1,0
Derby,DERBY-1974,6,96
Derby,DERBY-1975,2,53
Derby,DERBY-1991,2,21
Derby,DERBY-1997,1,0
Derby,DERBY-2000,10,304
Derby,DERBY-2008,2,6
Derby,DERBY-2014,2,6
Derby,DERBY-2016,3,929
Derby,DERBY-2017,13,1790
Derby,DERBY-2026,3,763
Derby,DERBY-2027,1,0
Derby,DERBY-203,1,0
Derby,DERBY-2036,9,234
Derby,DERBY-2040,18,1008
Derby,DERBY-2043,9,219
Derby,DERBY-2047,19,237
Derby,DERBY-2048,1,0
Derby,DERBY-2052,2,0
Derby,DERBY-2057,1,0
Derby,DERBY-2063,8,116
Derby,DERBY-2064,1,0
Derby,DERBY-2065,8,1041
Derby,DERBY-2066,4,658
Derby,DERBY-2067,1,0
Derby,DERBY-2083,2,781
Derby,DERBY-2085,6,1307
Derby,DERBY-2093,1,0
Derby,DERBY-21,1,0
Derby,DERBY-210,7,292
Derby,DERBY-2110,2,13
Derby,DERBY-2112,3,652
Derby,DERBY-2128,1,0
Derby,DERBY-213,5,256
Derby,DERBY-2131,4,114
Derby,DERBY-214,3,229
Derby,DERBY-2141,2,564
Derby,DERBY-2142,4,1222
Derby,DERBY-2147,1,0
Derby,DERBY-2153,2,37
Derby,DERBY-2155,1,0
Derby,DERBY-2156,1,0
Derby,DERBY-2157,1,0
Derby,DERBY-2158,1,0
Derby,DERBY-217,2,56
Derby,DERBY-2179,1,0
Derby,DERBY-2183,1,0
Derby,DERBY-2193,8,929
Derby,DERBY-2195,1,0
Derby,DERBY-2201,10,1587
Derby,DERBY-2215,9,76
Derby,DERBY-2218,1,0
Derby,DERBY-2220,1,0
Derby,DERBY-2222,4,955
Derby,DERBY-2228,1,0
Derby,DERBY-2230,1,0
Derby,DERBY-2233,1,0
Derby,DERBY-2243,2,843
Derby,DERBY-225,4,210
Derby,DERBY-2254,3,1126
Derby,DERBY-2256,2,901
Derby,DERBY-2258,4,865
Derby,DERBY-2262,1,0
Derby,DERBY-2265,1,0
Derby,DERBY-2269,2,63
Derby,DERBY-2279,1,0
Derby,DERBY-2282,4,1859
Derby,DERBY-229,1,0
Derby,DERBY-2295,5,110
Derby,DERBY-2296,10,712
Derby,DERBY-23,1,0
Derby,DERBY-230,1,0
Derby,DERBY-2318,2,35
Derby,DERBY-2339,1,0
Derby,DERBY-2341,1,0
Derby,DERBY-2348,3,714
Derby,DERBY-2349,1,0
Derby,DERBY-235,1,0
Derby,DERBY-2350,8,879
Derby,DERBY-2351,1,0
Derby,DERBY-2352,1,0
Derby,DERBY-2353,1,0
Derby,DERBY-2354,4,1333
Derby,DERBY-236,4,116
Derby,DERBY-2366,2,4
Derby,DERBY-237,1,0
Derby,DERBY-2370,4,889
Derby,DERBY-2371,2,483
Derby,DERBY-2378,1,0
Derby,DERBY-2380,6,888
Derby,DERBY-2381,6,895
Derby,DERBY-2386,1,0
Derby,DERBY-24,1,0
Derby,DERBY-2400,24,886
Derby,DERBY-2403,1,0
Derby,DERBY-2404,1,0
Derby,DERBY-2417,1,0
Derby,DERBY-242,1,0
Derby,DERBY-2422,2,43
Derby,DERBY-2425,2,415
Derby,DERBY-2427,1,0
Derby,DERBY-2433,3,21
Derby,DERBY-2434,1,0
Derby,DERBY-2435,4,879
Derby,DERBY-244,6,487
Derby,DERBY-2450,4,913
Derby,DERBY-2456,5,903
Derby,DERBY-2462,5,847
Derby,DERBY-2478,1,0
Derby,DERBY-2488,11,833
Derby,DERBY-2498,5,1025
Derby,DERBY-250,6,137
Derby,DERBY-2500,3,21
Derby,DERBY-2502,4,166
Derby,DERBY-251,1,0
Derby,DERBY-2515,1,0
Derby,DERBY-2516,2,355
Derby,DERBY-2526,1,0
Derby,DERBY-253,4,361
Derby,DERBY-2532,2,1017
Derby,DERBY-2543,2,7
Derby,DERBY-2544,2,5
Derby,DERBY-2546,1,0
Derby,DERBY-2549,3,406
Derby,DERBY-255,4,245
Derby,DERBY-2551,4,965
Derby,DERBY-2556,9,1354
Derby,DERBY-2559,7,1008
Derby,DERBY-2560,1,0
Derby,DERBY-2564,3,873
Derby,DERBY-2566,3,378
Derby,DERBY-258,2,108
Derby,DERBY-2580,1,0
Derby,DERBY-2584,1,0
Derby,DERBY-2586,2,936
Derby,DERBY-2591,1,0
Derby,DERBY-2592,1,0
Derby,DERBY-2595,1,0
Derby,DERBY-2598,1,0
Derby,DERBY-2601,16,2313
Derby,DERBY-2602,13,972
Derby,DERBY-2605,1,0
Derby,DERBY-2610,1,0
Derby,DERBY-2611,2,0
Derby,DERBY-2612,1,0
Derby,DERBY-2613,2,18
Derby,DERBY-2616,1,0
Derby,DERBY-2618,2,27
Derby,DERBY-2632,2,45
Derby,DERBY-2635,1,0
Derby,DERBY-2644,2,10
Derby,DERBY-2645,1,0
Derby,DERBY-2647,1,0
Derby,DERBY-265,1,0
Derby,DERBY-2657,2,942
Derby,DERBY-266,2,187
Derby,DERBY-2670,3,53
Derby,DERBY-2673,1,0
Derby,DERBY-2686,4,591
Derby,DERBY-2687,2,1375
Derby,DERBY-2689,1,0
Derby,DERBY-2692,13,719
Derby,DERBY-2694,3,614
Derby,DERBY-2701,3,955
Derby,DERBY-2707,7,206
Derby,DERBY-2709,1,0
Derby,DERBY-2711,2,987
Derby,DERBY-2712,3,48
Derby,DERBY-2713,3,64
Derby,DERBY-2714,3,124
Derby,DERBY-2715,2,105
Derby,DERBY-2716,1,0
Derby,DERBY-2718,2,212
Derby,DERBY-2725,1,0
Derby,DERBY-2729,2,138
Derby,DERBY-273,5,513
Derby,DERBY-2740,2,7
Derby,DERBY-2744,8,601
Derby,DERBY-2747,2,3
Derby,DERBY-2748,2,258
Derby,DERBY-2753,1,0
Derby,DERBY-2754,1,0
Derby,DERBY-2755,1,0
Derby,DERBY-2758,2,162
Derby,DERBY-2763,8,47
Derby,DERBY-2769,5,516
Derby,DERBY-2770,4,230
Derby,DERBY-2776,4,971
Derby,DERBY-2777,18,1014
Derby,DERBY-2784,1,0
Derby,DERBY-2787,5,234
Derby,DERBY-2788,3,265
Derby,DERBY-2789,3,844
Derby,DERBY-2795,4,685
Derby,DERBY-2796,3,655
Derby,DERBY-2802,1,0
Derby,DERBY-2805,2,0
Derby,DERBY-2806,7,994
Derby,DERBY-2809,12,1013
Derby,DERBY-2811,8,994
Derby,DERBY-2812,3,987
Derby,DERBY-2815,1,0
Derby,DERBY-2817,1,0
Derby,DERBY-2831,2,13
Derby,DERBY-2839,1,0
Derby,DERBY-2840,3,30
Derby,DERBY-2846,2,0
Derby,DERBY-2858,1,0
Derby,DERBY-2861,1,0
Derby,DERBY-2862,2,8
Derby,DERBY-2868,2,936
Derby,DERBY-2871,8,1012
Derby,DERBY-2874,1,0
Derby,DERBY-2879,2,57
Derby,DERBY-2885,6,1225
Derby,DERBY-2891,6,435
Derby,DERBY-2892,18,1074
Derby,DERBY-2893,5,104
Derby,DERBY-2896,6,1014
Derby,DERBY-2903,6,1144
Derby,DERBY-2905,9,2316
Derby,DERBY-2910,4,977
Derby,DERBY-2915,1,0
Derby,DERBY-2923,1,0
Derby,DERBY-2931,3,185
Derby,DERBY-2932,2,25
Derby,DERBY-2933,2,614
Derby,DERBY-2935,2,252
Derby,DERBY-2937,4,970
Derby,DERBY-2939,2,189
Derby,DERBY-2946,2,240
Derby,DERBY-2949,2,7
Derby,DERBY-2951,3,1011
Derby,DERBY-2955,6,1028
Derby,DERBY-2961,3,719
Derby,DERBY-2967,11,1117
Derby,DERBY-2972,4,1082
Derby,DERBY-2973,2,977
Derby,DERBY-2979,2,30
Derby,DERBY-298,2,83
Derby,DERBY-2980,2,60
Derby,DERBY-2983,5,506
Derby,DERBY-2985,1,0
Derby,DERBY-2986,2,907
Derby,DERBY-2989,1,0
Derby,DERBY-2991,19,1613
Derby,DERBY-2992,1,0
Derby,DERBY-30,1,0
Derby,DERBY-3000,4,1028
Derby,DERBY-3003,1,0
Derby,DERBY-3009,3,2240
Derby,DERBY-302,1,0
Derby,DERBY-3023,1,0
Derby,DERBY-3025,2,215
Derby,DERBY-3027,2,0
Derby,DERBY-3032,5,1070
Derby,DERBY-3033,2,909
Derby,DERBY-3035,1,0
Derby,DERBY-3037,5,959
Derby,DERBY-3038,1,0
Derby,DERBY-304,4,493
Derby,DERBY-3043,1,0
Derby,DERBY-3046,4,900
Derby,DERBY-3055,1,0
Derby,DERBY-3056,3,93
Derby,DERBY-3057,3,799
