project,bug,bug-introducing_changes,days
HBase,HBASE-6537,4,320
HBase,HBASE-655,2,1
HBase,HBASE-6561,13,1132
HBase,HBASE-6562,2,742
HBase,HBASE-6564,1,0
HBase,HBASE-6565,2,553
HBase,HBASE-6576,9,318
HBase,HBASE-6577,4,823
HBase,HBASE-6579,3,238
HBase,HBASE-6583,3,170
HBase,HBASE-6587,3,265
HBase,HBASE-659,22,424
HBase,HBASE-6590,17,1280
HBase,HBASE-6596,5,1679
HBase,HBASE-6602,3,220
HBase,HBASE-6603,18,1267
HBase,HBASE-6607,1,0
HBase,HBASE-6608,4,666
HBase,HBASE-6611,19,129
HBase,HBASE-6619,14,1377
HBase,HBASE-662,8,1775
HBase,HBASE-6621,2,190
HBase,HBASE-6623,2,695
HBase,HBASE-663,2,161
HBase,HBASE-6634,1,0
HBase,HBASE-6637,4,96
HBase,HBASE-6638,6,773
HBase,HBASE-6641,2,276
HBase,HBASE-6649,2,695
HBase,HBASE-665,6,126
HBase,HBASE-6658,4,105
HBase,HBASE-6659,11,95
HBase,HBASE-666,2,19
HBase,HBASE-6662,5,1159
HBase,HBASE-6663,3,229
HBase,HBASE-6665,3,381
HBase,HBASE-6667,1,0
HBase,HBASE-6671,2,189
HBase,HBASE-6677,1,0
HBase,HBASE-6679,2,804
HBase,HBASE-668,19,427
HBase,HBASE-6682,1,0
HBase,HBASE-6683,2,20
HBase,HBASE-6684,1,0
HBase,HBASE-6686,3,0
HBase,HBASE-6691,1,0
HBase,HBASE-6693,1,0
HBase,HBASE-670,5,102
HBase,HBASE-6700,2,633
HBase,HBASE-6705,8,1586
HBase,HBASE-6707,3,56
HBase,HBASE-6710,12,731
HBase,HBASE-6711,8,1171
HBase,HBASE-6713,7,1488
HBase,HBASE-6724,13,1124
HBase,HBASE-6727,11,1384
HBase,HBASE-6728,17,1533
HBase,HBASE-6733,2,674
HBase,HBASE-6734,3,207
HBase,HBASE-6738,2,10
HBase,HBASE-674,11,248
HBase,HBASE-6741,7,1140
HBase,HBASE-6746,1,0
HBase,HBASE-6748,1,0
HBase,HBASE-6757,3,1058
HBase,HBASE-6758,2,129
HBase,HBASE-676,1,0
HBase,HBASE-6769,5,758
HBase,HBASE-6779,1,0
HBase,HBASE-6780,1,0
HBase,HBASE-679,11,470
HBase,HBASE-6796,22,1581
HBase,HBASE-6797,1,0
HBase,HBASE-680,3,114
HBase,HBASE-6806,1,0
HBase,HBASE-681,1,0
HBase,HBASE-6820,1,0
HBase,HBASE-6824,9,722
HBase,HBASE-6830,2,40
HBase,HBASE-6832,2,238
HBase,HBASE-6834,1,0
HBase,HBASE-6835,1,0
HBase,HBASE-6838,13,1495
HBase,HBASE-6839,4,829
HBase,HBASE-6842,2,521
HBase,HBASE-6846,2,522
HBase,HBASE-6847,5,797
HBase,HBASE-6851,5,203
HBase,HBASE-6853,1,0
HBase,HBASE-6854,3,591
HBase,HBASE-6858,7,421
HBase,HBASE-686,3,20
HBase,HBASE-6868,2,78
HBase,HBASE-6871,4,420
HBase,HBASE-6881,5,126
HBase,HBASE-6894,1,0
HBase,HBASE-6896,1,0
HBase,HBASE-6900,3,651
HBase,HBASE-6901,5,561
HBase,HBASE-6904,2,302
HBase,HBASE-6907,2,154
HBase,HBASE-691,4,109
HBase,HBASE-6912,4,823
HBase,HBASE-6915,1,0
HBase,HBASE-6916,7,661
HBase,HBASE-6920,8,1516
HBase,HBASE-6926,9,115
HBase,HBASE-6928,2,125
HBase,HBASE-6930,8,372
HBase,HBASE-694,4,81
HBase,HBASE-6949,1,0
HBase,HBASE-6953,1,0
HBase,HBASE-6955,13,1308
HBase,HBASE-6963,1,0
HBase,HBASE-697,10,193
HBase,HBASE-6971,1,0
HBase,HBASE-6974,5,1419
HBase,HBASE-6978,2,102
HBase,HBASE-698,8,647
HBase,HBASE-699,7,124
HBase,HBASE-6991,1,0
HBase,HBASE-6998,2,123
HBase,HBASE-7000,1,0
HBase,HBASE-7001,2,35
HBase,HBASE-7002,5,92
HBase,HBASE-7005,3,3
HBase,HBASE-7008,1,0
HBase,HBASE-701,4,121
HBase,HBASE-7017,7,455
HBase,HBASE-7018,7,440
HBase,HBASE-702,2,7
HBase,HBASE-703,3,86
HBase,HBASE-7031,11,1107
HBase,HBASE-7034,2,421
HBase,HBASE-7037,2,239
HBase,HBASE-7048,3,491
HBase,HBASE-706,2,365
HBase,HBASE-7060,2,280
HBase,HBASE-7066,6,271
HBase,HBASE-7069,1,0
HBase,HBASE-707,8,400
HBase,HBASE-7072,8,1062
HBase,HBASE-7083,1,0
HBase,HBASE-7086,4,325
HBase,HBASE-709,7,350
HBase,HBASE-7095,2,281
HBase,HBASE-7098,3,89
HBase,HBASE-710,8,393
HBase,HBASE-7103,6,754
HBase,HBASE-7105,1,0
HBase,HBASE-7111,2,581
HBase,HBASE-712,2,38
HBase,HBASE-7130,4,141
HBase,HBASE-7134,1,0
HBase,HBASE-714,4,93
HBase,HBASE-7158,2,91
HBase,HBASE-716,3,115
HBase,HBASE-7167,1,0
HBase,HBASE-717,1,0
HBase,HBASE-7172,2,0
HBase,HBASE-7180,15,1277
HBase,HBASE-7192,2,150
HBase,HBASE-7195,2,953
HBase,HBASE-7198,12,1450
HBase,HBASE-7202,2,38
HBase,HBASE-7205,8,672
HBase,HBASE-7210,11,1853
HBase,HBASE-7214,3,102
HBase,HBASE-7215,9,164
HBase,HBASE-722,12,196
HBase,HBASE-7220,4,164
HBase,HBASE-7229,1,0
HBase,HBASE-7230,1,0
HBase,HBASE-7232,3,160
HBase,HBASE-7234,4,153
HBase,HBASE-7255,11,291
HBase,HBASE-7258,1,0
HBase,HBASE-7267,4,1149
HBase,HBASE-7268,10,240
HBase,HBASE-727,4,136
HBase,HBASE-7271,3,152
HBase,HBASE-7275,2,107
HBase,HBASE-7279,24,1313
HBase,HBASE-7285,2,123
HBase,HBASE-729,5,96
HBase,HBASE-7290,156,263
HBase,HBASE-7293,1,0
HBase,HBASE-7300,4,299
HBase,HBASE-7305,10,263
HBase,HBASE-7307,3,225
HBase,HBASE-7309,4,28
HBase,HBASE-7342,2,296
HBase,HBASE-7355,1,0
HBase,HBASE-7357,3,275
HBase,HBASE-7363,15,204
HBase,HBASE-737,29,404
HBase,HBASE-7370,3,195
HBase,HBASE-7373,2,63
HBase,HBASE-7376,2,641
HBase,HBASE-7380,14,332
HBase,HBASE-7382,2,205
HBase,HBASE-7383,4,228
HBase,HBASE-739,1,0
HBase,HBASE-7390,9,208
HBase,HBASE-7391,5,362
HBase,HBASE-740,1,0
HBase,HBASE-7401,2,755
HBase,HBASE-7407,10,159
HBase,HBASE-7412,12,1383
HBase,HBASE-7417,6,1160
HBase,HBASE-7418,2,5
HBase,HBASE-742,1,0
HBase,HBASE-7423,14,909
HBase,HBASE-743,5,132
HBase,HBASE-7432,1,0
HBase,HBASE-744,5,393
HBase,HBASE-7440,4,679
HBase,HBASE-7442,2,0
HBase,HBASE-7443,7,202
HBase,HBASE-7450,2,87
HBase,HBASE-7458,1,0
HBase,HBASE-7459,1,0
HBase,HBASE-7464,9,742
HBase,HBASE-7467,6,128
HBase,HBASE-7475,1,0
HBase,HBASE-7481,4,275
HBase,HBASE-7482,6,275
HBase,HBASE-7488,1,0
HBase,HBASE-7491,1,0
HBase,HBASE-750,1,0
HBase,HBASE-7506,4,259
HBase,HBASE-7507,6,1425
HBase,HBASE-7508,9,221
HBase,HBASE-751,15,150
HBase,HBASE-7511,5,1017
HBase,HBASE-7513,2,289
HBase,HBASE-7515,5,1269
HBase,HBASE-7517,10,1615
HBase,HBASE-7521,31,890
HBase,HBASE-7524,2,189
HBase,HBASE-7528,1,0
HBase,HBASE-7529,1,0
HBase,HBASE-7537,1,0
HBase,HBASE-7542,4,178
HBase,HBASE-7545,5,1091
HBase,HBASE-7546,2,3
HBase,HBASE-7549,4,626
HBase,HBASE-7550,1,0
HBase,HBASE-7551,3,497
HBase,HBASE-7552,1,0
HBase,HBASE-756,2,81
HBase,HBASE-7562,3,27
HBase,HBASE-757,1,0
HBase,HBASE-7575,9,557
HBase,HBASE-7578,12,729
HBase,HBASE-7579,5,56
HBase,HBASE-758,4,144
HBase,HBASE-7581,1,0
HBase,HBASE-7586,3,206
HBase,HBASE-7587,4,742
HBase,HBASE-7588,3,241
HBase,HBASE-7590,7,286
HBase,HBASE-7592,1,0
HBase,HBASE-7594,2,226
HBase,HBASE-7595,1,0
HBase,HBASE-7596,2,95
HBase,HBASE-760,3,414
HBase,HBASE-7601,1,0
HBase,HBASE-761,2,138
HBase,HBASE-7624,9,840
HBase,HBASE-7627,1,0
HBase,HBASE-7634,18,426
HBase,HBASE-7635,3,129
HBase,HBASE-7638,8,1625
HBase,HBASE-764,3,125
HBase,HBASE-7643,2,102
HBase,HBASE-7644,1,0
HBase,HBASE-7647,6,248
HBase,HBASE-7654,2,219
HBase,HBASE-7657,2,206
HBase,HBASE-7658,2,189
HBase,HBASE-766,1,0
HBase,HBASE-7665,2,19
HBase,HBASE-7669,4,703
HBase,HBASE-7671,2,765
HBase,HBASE-7673,1,0
HBase,HBASE-768,2,0
HBase,HBASE-7681,2,0
HBase,HBASE-7682,1,0
HBase,HBASE-7684,1,0
HBase,HBASE-7685,1,0
HBase,HBASE-7688,1,0
HBase,HBASE-769,2,120
HBase,HBASE-7693,2,115
HBase,HBASE-7694,2,212
HBase,HBASE-7698,3,593
HBase,HBASE-770,4,191
HBase,HBASE-7701,4,159
HBase,HBASE-7702,5,1189
HBase,HBASE-7709,48,1250
HBase,HBASE-771,2,62
HBase,HBASE-7711,1,0
HBase,HBASE-7715,3,890
HBase,HBASE-7719,1,0
HBase,HBASE-7723,4,614
HBase,HBASE-7725,40,1563
HBase,HBASE-7726,1,0
HBase,HBASE-7728,4,479
HBase,HBASE-7730,2,1410
HBase,HBASE-7732,1,0
HBase,HBASE-7734,1,0
HBase,HBASE-7737,1,0
HBase,HBASE-7740,2,5
HBase,HBASE-7756,2,126
HBase,HBASE-7760,1,0
HBase,HBASE-7761,2,473
HBase,HBASE-7763,1,0
HBase,HBASE-7768,1,0
HBase,HBASE-7771,7,633
HBase,HBASE-7772,5,806
HBase,HBASE-7776,33,910
HBase,HBASE-7777,7,673
HBase,HBASE-7786,2,129
HBase,HBASE-7787,1,0
HBase,HBASE-7789,3,101
HBase,HBASE-7791,3,199
HBase,HBASE-7793,3,351
HBase,HBASE-7797,8,275
HBase,HBASE-7798,1,0
HBase,HBASE-780,2,19
HBase,HBASE-7800,4,240
HBase,HBASE-7814,1,0
HBase,HBASE-7824,35,2171
HBase,HBASE-7829,2,0
HBase,HBASE-7832,4,176
HBase,HBASE-7852,2,339
HBase,HBASE-7867,2,633
HBase,HBASE-7869,16,1183
HBase,HBASE-7870,2,1286
HBase,HBASE-7871,1,0
HBase,HBASE-7876,6,919
HBase,HBASE-7878,16,588
HBase,HBASE-7883,2,745
HBase,HBASE-7884,4,737
HBase,HBASE-790,15,159
HBase,HBASE-791,1,0
HBase,HBASE-7911,7,270
HBase,HBASE-7913,5,818
HBase,HBASE-7914,2,100
HBase,HBASE-7915,4,129
HBase,HBASE-7916,1,0
HBase,HBASE-7919,1,0
HBase,HBASE-792,1,0
HBase,HBASE-7920,3,837
HBase,HBASE-7925,4,671
HBase,HBASE-7928,10,1662
HBase,HBASE-793,1,0
HBase,HBASE-7933,1,0
HBase,HBASE-7947,1,0
HBase,HBASE-7951,1,0
HBase,HBASE-7953,3,475
HBase,HBASE-7954,2,80
HBase,HBASE-7955,1,0
HBase,HBASE-7956,1,0
HBase,HBASE-7957,3,12
HBase,HBASE-7964,8,277
HBase,HBASE-7966,5,280
HBase,HBASE-7969,3,12
HBase,HBASE-797,3,228
HBase,HBASE-7982,4,233
HBase,HBASE-7986,2,0
HBase,HBASE-7991,2,133
HBase,HBASE-7992,1,0
HBase,HBASE-8002,5,156
HBase,HBASE-8003,1,0
HBase,HBASE-8012,1,0
HBase,HBASE-8014,2,311
HBase,HBASE-8019,1,0
HBase,HBASE-8027,1,0
HBase,HBASE-8032,1,0
HBase,HBASE-8036,3,45
HBase,HBASE-8043,1,0
HBase,HBASE-8044,1,0
HBase,HBASE-805,6,143
HBase,HBASE-8055,2,233
HBase,HBASE-8060,2,0
HBase,HBASE-808,14,171
HBase,HBASE-8081,31,1845
HBase,HBASE-8082,1,0
HBase,HBASE-8085,4,364
HBase,HBASE-8092,2,192
HBase,HBASE-8096,4,904
HBase,HBASE-8097,4,286
HBase,HBASE-8099,4,705
HBase,HBASE-810,9,142
HBase,HBASE-811,1,0
HBase,HBASE-8119,11,317
HBase,HBASE-812,1,0
HBase,HBASE-8123,10,147
HBase,HBASE-8125,3,1480
HBase,HBASE-8127,2,848
HBase,HBASE-8128,8,1360
HBase,HBASE-8130,2,271
HBase,HBASE-8131,4,555
HBase,HBASE-8135,2,0
HBase,HBASE-8138,2,58
HBase,HBASE-8140,2,188
HBase,HBASE-8142,3,845
HBase,HBASE-8144,7,299
HBase,HBASE-8146,1,0
HBase,HBASE-8150,1,0
HBase,HBASE-8151,3,190
HBase,HBASE-8158,6,1021
HBase,HBASE-8160,8,1851
HBase,HBASE-8161,4,282
HBase,HBASE-8164,2,0
HBase,HBASE-8165,94,444
HBase,HBASE-8166,16,1436
HBase,HBASE-8173,5,299
HBase,HBASE-8176,14,1576
HBase,HBASE-8178,4,3
HBase,HBASE-818,1,0
HBase,HBASE-8188,2,68
HBase,HBASE-8192,6,768
HBase,HBASE-8194,8,1275
HBase,HBASE-820,1,0
HBase,HBASE-8206,3,1233
HBase,HBASE-8207,17,1002
HBase,HBASE-8208,8,815
HBase,HBASE-821,2,0
HBase,HBASE-8211,32,1574
HBase,HBASE-8213,4,308
HBase,HBASE-8214,66,339
HBase,HBASE-8215,2,1402
HBase,HBASE-8216,4,369
HBase,HBASE-822,2,216
HBase,HBASE-8221,32,1575
HBase,HBASE-8223,2,720
HBase,HBASE-8225,2,527
HBase,HBASE-8226,6,1007
HBase,HBASE-8230,2,695
HBase,HBASE-8239,4,163
HBase,HBASE-824,2,187
HBase,HBASE-8246,1,0
HBase,HBASE-8248,2,257
HBase,HBASE-8249,15,1682
HBase,HBASE-825,1,0
HBase,HBASE-8254,1,0
HBase,HBASE-8259,2,915
HBase,HBASE-826,31,272
HBase,HBASE-8262,4,286
HBase,HBASE-8263,1,0
HBase,HBASE-8266,5,931
HBase,HBASE-8267,4,56
HBase,HBASE-8270,1,0
HBase,HBASE-8274,1,0
HBase,HBASE-8276,3,413
HBase,HBASE-8278,1,0
HBase,HBASE-8282,4,738
HBase,HBASE-8285,1,0
HBase,HBASE-8287,2,0
HBase,HBASE-8288,31,1606
HBase,HBASE-8299,3,44
HBase,HBASE-830,3,84
HBase,HBASE-8305,4,298
HBase,HBASE-8313,2,296
HBase,HBASE-8314,2,129
HBase,HBASE-8317,2,0
HBase,HBASE-832,7,170
HBase,HBASE-8321,14,323
HBase,HBASE-8326,10,1048
HBase,HBASE-8327,19,844
HBase,HBASE-8328,1,0
HBase,HBASE-833,2,0
HBase,HBASE-8334,1,0
HBase,HBASE-8341,7,313
HBase,HBASE-8346,3,10
HBase,HBASE-8351,1,0
HBase,HBASE-8352,7,46
HBase,HBASE-8354,6,884
HBase,HBASE-8355,2,0
HBase,HBASE-8359,3,23
HBase,HBASE-8360,2,0
HBase,HBASE-8366,6,87
HBase,HBASE-8371,3,1482
HBase,HBASE-8374,2,0
HBase,HBASE-8380,3,22
HBase,HBASE-8384,4,243
HBase,HBASE-8389,2,620
HBase,HBASE-8390,3,316
HBase,HBASE-8393,1,0
HBase,HBASE-8396,1,0
HBase,HBASE-8402,1,0
HBase,HBASE-8404,3,152
HBase,HBASE-8407,4,256
HBase,HBASE-8413,2,18
HBase,HBASE-8426,2,96
HBase,HBASE-8428,4,192
HBase,HBASE-8430,12,66
HBase,HBASE-8435,5,78
HBase,HBASE-8436,2,0
HBase,HBASE-8437,2,0
HBase,HBASE-8448,4,20
HBase,HBASE-8449,7,358
HBase,HBASE-8451,2,872
HBase,HBASE-8455,3,18
HBase,HBASE-8460,2,0
HBase,HBASE-8462,6,429
HBase,HBASE-8466,2,0
HBase,HBASE-8467,8,1248
HBase,HBASE-8476,2,563
HBase,HBASE-8482,1,0
HBase,HBASE-8483,3,664
HBase,HBASE-8491,5,1356
HBase,HBASE-8493,3,924
HBase,HBASE-8498,6,68
HBase,HBASE-8500,10,1622
HBase,HBASE-8501,3,282
HBase,HBASE-8505,24,912
HBase,HBASE-8506,2,0
HBase,HBASE-8509,2,908
HBase,HBASE-8516,14,1445
HBase,HBASE-8517,13,327
HBase,HBASE-8519,1,0
HBase,HBASE-8522,9,941
HBase,HBASE-8524,1,0
HBase,HBASE-8525,3,695
HBase,HBASE-8530,2,18
HBase,HBASE-8531,16,353
HBase,HBASE-8537,7,351
HBase,HBASE-854,1,0
HBase,HBASE-8540,2,18
HBase,HBASE-8545,2,275
HBase,HBASE-8547,7,1419
HBase,HBASE-8548,5,276
HBase,HBASE-855,13,187
HBase,HBASE-8550,1,0
HBase,HBASE-8555,2,1334
HBase,HBASE-8560,1,0
HBase,HBASE-8563,2,1836
HBase,HBASE-8564,9,222
HBase,HBASE-8579,2,0
HBase,HBASE-858,1,0
HBase,HBASE-8581,3,66
HBase,HBASE-8582,2,0
HBase,HBASE-8590,2,355
HBase,HBASE-8597,7,362
HBase,HBASE-860,2,193
HBase,HBASE-8600,2,0
HBase,HBASE-8602,2,0
HBase,HBASE-8606,2,0
HBase,HBASE-8615,2,0
HBase,HBASE-8621,20,306
HBase,HBASE-8622,3,286
HBase,HBASE-8627,4,286
HBase,HBASE-8631,7,354
HBase,HBASE-8634,4,353
HBase,HBASE-8639,2,514
HBase,HBASE-864,5,98
HBase,HBASE-8640,8,736
HBase,HBASE-8641,1,0
HBase,HBASE-8649,4,219
HBase,HBASE-865,7,189
HBase,HBASE-8650,1,0
HBase,HBASE-8651,1,0
HBase,HBASE-8653,2,9
HBase,HBASE-8655,2,93
HBase,HBASE-8656,1,0
HBase,HBASE-8659,1,0
HBase,HBASE-8665,11,363
HBase,HBASE-8666,2,0
HBase,HBASE-8667,3,341
HBase,HBASE-8670,7,622
HBase,HBASE-8678,2,738
HBase,HBASE-868,38,455
HBase,HBASE-8680,8,369
HBase,HBASE-8684,3,590
HBase,HBASE-8689,7,275
HBase,HBASE-8695,3,405
HBase,HBASE-8698,37,1841
HBase,HBASE-8699,3,363
HBase,HBASE-8706,7,84
HBase,HBASE-8712,1,0
HBase,HBASE-8719,3,341
HBase,HBASE-872,6,382
HBase,HBASE-8723,1,0
HBase,HBASE-8724,1,0
HBase,HBASE-8729,8,374
HBase,HBASE-8732,2,233
HBase,HBASE-874,7,158
HBase,HBASE-8742,2,1602
HBase,HBASE-8749,3,0
HBase,HBASE-8757,1,0
HBase,HBASE-876,78,657
HBase,HBASE-8760,29,712
HBase,HBASE-8764,28,415
HBase,HBASE-877,13,196
HBase,HBASE-8776,2,1317
HBase,HBASE-8781,1,0
HBase,HBASE-8782,8,618
HBase,HBASE-8783,4,18
HBase,HBASE-8787,4,15
HBase,HBASE-8788,42,363
HBase,HBASE-8789,9,119
HBase,HBASE-8794,2,341
HBase,HBASE-8795,3,389
HBase,HBASE-8797,24,391
HBase,HBASE-8798,1,0
HBase,HBASE-8802,2,0
HBase,HBASE-881,1,0
HBase,HBASE-8811,2,0
HBase,HBASE-8814,3,95
HBase,HBASE-8846,69,426
HBase,HBASE-8849,1,0
HBase,HBASE-8853,6,44
HBase,HBASE-8856,1,0
HBase,HBASE-8864,5,402
HBase,HBASE-8867,1,0
HBase,HBASE-8869,2,1
HBase,HBASE-8871,2,4
HBase,HBASE-8874,3,276
HBase,HBASE-8875,1,0
HBase,HBASE-8877,38,410
HBase,HBASE-8879,2,0
HBase,HBASE-8881,1,0
HBase,HBASE-8882,3,186
HBase,HBASE-8883,2,112
HBase,HBASE-8888,6,349
HBase,HBASE-889,2,374
HBase,HBASE-8899,5,409
HBase,HBASE-89,78,1926
HBase,HBASE-8900,5,353
HBase,HBASE-8905,1,0
HBase,HBASE-8909,9,405
HBase,HBASE-891,2,0
HBase,HBASE-8910,2,395
HBase,HBASE-8913,1,0
HBase,HBASE-8919,1,0
HBase,HBASE-892,1,0
HBase,HBASE-8920,22,410
HBase,HBASE-8922,17,410
HBase,HBASE-8930,27,1556
HBase,HBASE-8931,1,0
HBase,HBASE-8935,4,1085
HBase,HBASE-8936,1,0
HBase,HBASE-8940,2,0
HBase,HBASE-8942,2,1333
HBase,HBASE-8949,4,1191
HBase,HBASE-8952,2,0
HBase,HBASE-8956,5,341
HBase,HBASE-8957,7,298
HBase,HBASE-8967,5,177
HBase,HBASE-8968,2,923
HBase,HBASE-8975,2,0
HBase,HBASE-8982,4,61
HBase,HBASE-8983,6,418
HBase,HBASE-8985,1,0
HBase,HBASE-8987,1,0
HBase,HBASE-8998,2,6
HBase,HBASE-90,18,1486
HBase,HBASE-900,34,524
HBase,HBASE-9006,2,0
HBase,HBASE-9008,3,417
HBase,HBASE-9016,6,335
HBase,HBASE-9022,6,369
HBase,HBASE-9023,1,0
HBase,HBASE-9026,1,0
HBase,HBASE-9031,1,0
HBase,HBASE-9036,11,363
HBase,HBASE-9042,4,1
HBase,HBASE-9044,3,302
HBase,HBASE-9048,2,459
HBase,HBASE-9049,17,426
HBase,HBASE-9050,1,0
HBase,HBASE-9052,9,388
HBase,HBASE-9055,1,0
HBase,HBASE-9060,2,18
HBase,HBASE-9079,3,1334
HBase,HBASE-9080,6,952
HBase,HBASE-9085,2,67
HBase,HBASE-9087,3,1269
HBase,HBASE-9092,7,306
HBase,HBASE-9093,3,155
HBase,HBASE-9095,6,403
HBase,HBASE-9098,20,435
HBase,HBASE-9099,4,51
HBase,HBASE-910,6,241
HBase,HBASE-9114,2,623
HBase,HBASE-9115,5,660
HBase,HBASE-9119,3,275
HBase,HBASE-912,1,0
HBase,HBASE-9120,2,7
HBase,HBASE-9129,13,410
HBase,HBASE-913,14,485
HBase,HBASE-914,4,298
HBase,HBASE-9142,19,439
HBase,HBASE-9144,3,204
HBase,HBASE-9156,2,0
HBase,HBASE-9158,15,1134
HBase,HBASE-9164,41,444
HBase,HBASE-9167,2,229
HBase,HBASE-9170,6,439
HBase,HBASE-9173,2,0
HBase,HBASE-9174,3,287
HBase,HBASE-9177,3,445
HBase,HBASE-9178,3,204
HBase,HBASE-9181,4,163
HBase,HBASE-9182,18,1828
HBase,HBASE-9184,7,411
HBase,HBASE-9189,3,254
HBase,HBASE-9196,19,439
HBase,HBASE-9198,2,0
HBase,HBASE-9199,2,0
HBase,HBASE-9204,19,432
HBase,HBASE-9205,3,135
HBase,HBASE-9207,8,915
HBase,HBASE-9211,1,0
HBase,HBASE-9212,2,136
HBase,HBASE-9219,5,1332
HBase,HBASE-9222,1,0
HBase,HBASE-9227,4,41
HBase,HBASE-9230,29,451
HBase,HBASE-9232,4,89
HBase,HBASE-9233,3,786
HBase,HBASE-9234,2,0
HBase,HBASE-9237,2,0
HBase,HBASE-9238,2,6
HBase,HBASE-925,1,0
HBase,HBASE-9251,2,0
HBase,HBASE-9253,4,111
HBase,HBASE-9256,1,0
HBase,HBASE-9257,2,0
HBase,HBASE-926,3,95
HBase,HBASE-9266,1,0
HBase,HBASE-9267,6,359
HBase,HBASE-9268,2,0
HBase,HBASE-927,27,609
HBase,HBASE-9274,1,0
HBase,HBASE-9278,7,459
HBase,HBASE-9281,2,0
HBase,HBASE-9283,2,0
HBase,HBASE-9285,2,0
HBase,HBASE-929,2,96
HBase,HBASE-9298,27,452
HBase,HBASE-930,9,391
HBase,HBASE-9301,5,209
HBase,HBASE-9303,7,188
HBase,HBASE-9308,2,0
HBase,HBASE-9310,1,0
HBase,HBASE-9312,1,0
HBase,HBASE-9319,4,104
HBase,HBASE-9321,30,459
HBase,HBASE-9324,1,0
HBase,HBASE-9326,2,767
HBase,HBASE-9327,2,0
HBase,HBASE-9329,2,18
HBase,HBASE-9332,4,0
HBase,HBASE-9338,2,0
HBase,HBASE-9348,2,0
HBase,HBASE-9349,1,0
HBase,HBASE-9350,2,0
HBase,HBASE-9353,7,451
HBase,HBASE-9356,1,0
HBase,HBASE-9364,4,479
HBase,HBASE-9375,1,0
HBase,HBASE-938,18,264
HBase,HBASE-9380,2,2
HBase,HBASE-9382,4,119
HBase,HBASE-9387,3,453
HBase,HBASE-9388,1,0
HBase,HBASE-9389,2,0
HBase,HBASE-9390,15,473
HBase,HBASE-9391,5,239
HBase,HBASE-9394,3,424
HBase,HBASE-9395,1,0
HBase,HBASE-9397,5,175
HBase,HBASE-9402,1,0
HBase,HBASE-9411,1,0
HBase,HBASE-9413,121,460
HBase,HBASE-9415,2,245
HBase,HBASE-9421,2,0
HBase,HBASE-9423,2,0
HBase,HBASE-9425,1,0
HBase,HBASE-9428,3,1559
HBase,HBASE-9430,3,1065
HBase,HBASE-9432,1,0
HBase,HBASE-9433,10,439
HBase,HBASE-9434,1,0
HBase,HBASE-9435,5,439
HBase,HBASE-9436,1,0
HBase,HBASE-9437,1,0
HBase,HBASE-9442,3,339
HBase,HBASE-945,2,114
HBase,HBASE-9450,2,0
HBase,HBASE-9452,8,106
HBase,HBASE-9454,3,150
HBase,HBASE-946,10,233
HBase,HBASE-9460,18,461
HBase,HBASE-9461,7,475
HBase,HBASE-9462,7,1856
HBase,HBASE-9463,1,0
HBase,HBASE-9468,1,0
HBase,HBASE-9476,18,453
HBase,HBASE-9480,10,411
HBase,HBASE-9481,2,0
HBase,HBASE-9482,3,465
HBase,HBASE-9486,6,59
HBase,HBASE-9498,3,150
HBase,HBASE-950,2,67
HBase,HBASE-9508,59,459
HBase,HBASE-951,2,84
HBase,HBASE-9510,15,477
HBase,HBASE-9512,2,0
HBase,HBASE-9521,6,431
HBase,HBASE-9525,1,0
HBase,HBASE-9534,9,973
HBase,HBASE-9536,4,113
HBase,HBASE-9539,4,121
HBase,HBASE-9541,10,459
HBase,HBASE-9547,25,475
HBase,HBASE-9549,13,459
HBase,HBASE-9551,3,428
HBase,HBASE-9552,2,0
HBase,HBASE-9554,2,0
HBase,HBASE-9558,7,459
HBase,HBASE-9565,2,0
HBase,HBASE-9569,1,0
HBase,HBASE-957,4,493
HBase,HBASE-9579,32,461
HBase,HBASE-958,2,41
HBase,HBASE-9581,2,275
HBase,HBASE-9584,1,0
HBase,HBASE-9597,4,478
HBase,HBASE-9600,1,0
HBase,HBASE-9603,7,294
HBase,HBASE-9607,2,18
HBase,HBASE-9609,6,59
HBase,HBASE-963,4,78
HBase,HBASE-9633,2,0
HBase,HBASE-964,8,84
HBase,HBASE-966,4,242
HBase,HBASE-968,1,0
HBase,HBASE-969,1,0
HBase,HBASE-977,4,199
HBase,HBASE-980,5,254
HBase,HBASE-981,1,0
HBase,HBASE-982,1,0
HBase,HBASE-984,3,3
HBase,HBASE-990,3,217
HBase,HBASE-991,7,302
HBase,HBASE-993,7,191
HBase,HBASE-994,14,565
HBase,HBASE-996,10,257
Mahout,MAHOUT-1003,6,1089
Mahout,MAHOUT-1005,4,833
Mahout,MAHOUT-1006,9,606
Mahout,MAHOUT-101,1,0
Mahout,MAHOUT-1011,2,157
Mahout,MAHOUT-1015,2,1312
Mahout,MAHOUT-1017,34,1364
Mahout,MAHOUT-1020,7,501
Mahout,MAHOUT-1028,2,8
Mahout,MAHOUT-1030,6,246
Mahout,MAHOUT-1031,3,231
Mahout,MAHOUT-1033,1,0
Mahout,MAHOUT-1038,1,0
Mahout,MAHOUT-1039,1,0
Mahout,MAHOUT-1045,17,694
Mahout,MAHOUT-1046,2,124
Mahout,MAHOUT-1047,5,477
Mahout,MAHOUT-1063,1,0
Mahout,MAHOUT-1064,1,0
